id,event_type,event_cause,address,latitude,longitude,junction,zone,corridor,start_datetime,end_datetime,requires_road_closure,priority,direction,status,description,veh_type,police_station,closed_datetime,resolved_datetime,resolved_at_address,resolved_at_latitude,resolved_at_longitude,created_by_id,duration_min,start_hour
FKID000072,unplanned,pot_holes,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",12.9838737,77.5286068,unknown,unknown,Magadi Road,2024-01-30 23:46:07.351000+00:00,,False,High,unknown,closed,,unknown,Kamakshipalya,2024-02-05 23:45:54.337700+00:00,,,,,FKUSR00056,8639.8,23.0
FKID000073,unplanned,others,"Nagarabhavi Main Road, Block 1 Manasa Nagar, Nagarbhavi Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",12.9595586,77.5162093,unknown,unknown,Non-corridor,2024-01-30 23:23:41.783000+00:00,,False,Low,unknown,closed,Traffic no problem,unknown,Byatarayanapura,2024-02-14 06:53:06.703545+00:00,,,,,FKUSR00057,20609.4,23.0
FKID000074,unplanned,vehicle_breakdown,"DTV Dwarakanatha Road, BNV Subramanya Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",12.9511354,77.5739687,unknown,unknown,Non-corridor,2024-01-30 22:39:37.276000+00:00,,False,Low,unknown,closed,LGV Vehical Tyre blast national college metro near towords Mss junction traffic One side moving Sir,lcv,V.V.Puram (C.Pet),,,,,,FKUSR00058,,22.0
FKID000075,unplanned,vehicle_breakdown,"Kanteerava Studio Road, Police Quarters, Krishnananda Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",13.0192138,77.5395595,unknown,unknown,Non-corridor,2024-01-30 23:11:03.886000+00:00,,False,Low,unknown,closed,Traffic one side moment...,others,Rajajinagar,,,,,,FKUSR00059,,23.0
FKID000076,unplanned,pot_holes,"47th Cross Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.9161187,77.5856548,unknown,unknown,Non-corridor,2024-03-07 21:11:51.734000+00:00,,False,Low,unknown,closed,[LOCATION] sir 47 th cross road infront of milana hospital big pathole sir,unknown,J.P. Nagar,2024-03-11 21:05:57.351976+00:00,,,,,FKUSR00051,5754.1,21.0
FKID000077,unplanned,vehicle_breakdown,"Outer Ring Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",12.9284355,77.6811918,unknown,unknown,ORR East 1,2024-01-30 23:18:30.880000+00:00,,True,High,unknown,closed,,bmtc_bus,Bellandur,,,,,,FKUSR00060,,23.0
FKID000078,unplanned,vehicle_breakdown,"Dr Vishnuvardhan Road, Dasanapura, Bengaluru, Karnataka. Pin-562162 (India)",13.0753282,77.4370383,unknown,unknown,Non-corridor,2024-03-07 19:23:40.435000+00:00,,False,Low,unknown,closed,,heavy_vehicle,No Police Station,,,,,,FKUSR00061,,19.0
FKID000079,unplanned,vehicle_breakdown,"Srinagar Kanyakumari Highway, Nitesh Long Land, Devanahalli, Karnataka. Pin-562110 (India)",13.2673624,77.7195893,unknown,unknown,Non-corridor,2024-03-07 19:23:25.400000+00:00,,False,Low,unknown,closed,devanahalli [PERSON] cross towards [LOCATION] break down traffic no problem sir,heavy_vehicle,Devanahalli Airport,,,,,,FKUSR00062,,19.0
FKID000080,unplanned,others,"Kengeri Main Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",12.9449039,77.4949618,unknown,unknown,Non-corridor,2024-03-07 21:25:26.425000+00:00,,False,Low,unknown,closed,bmtc bus offroad in front of adishakti temple,unknown,Jnanabharathi,2024-03-07 21:41:19.772509+00:00,,,,,FKUSR00063,15.9,21.0
FKID000081,unplanned,tree_fall,"St John Road, Field Marshal Manekshaw Enclave, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",12.9873133,77.6163481,unknown,unknown,Non-corridor,2024-03-07 21:17:00.312000+00:00,,False,Low,unknown,closed,ರಸ್ತೆ ಮಧ್ಯದಲ್ಲೇ ಮರ ಬಿದ್ದಿರುವುದರಿಂದ ಸುಗಮ ಸಂಚಾರಕ್ಕೆ ಸ್ವಲ್ಪ ನಿಧಾನ ಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ,unknown,Pulikeshinagar(F.Town),2024-03-07 23:13:49.030632+00:00,,,,,FKUSR00064,116.8,21.0
FKID000083,unplanned,others,"5th Cross Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",12.9613232,77.5644194,unknown,unknown,Mysore Road,2024-03-07 21:14:45.233000+00:00,,True,High,unknown,closed,electrical pol road [PERSON],unknown,Chamarajpet,2024-03-17 02:20:28.972956+00:00,,,,,FKUSR00065,13265.7,21.0
FKID000084,unplanned,others,"Nagarabhavi Main Road, Block 1 Manasa Nagar, Nagarbhavi Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",12.959419,77.5165897,unknown,unknown,Non-corridor,2024-03-07 21:28:44.841000+00:00,,False,Low,unknown,closed,traffic slow moment,unknown,Byatarayanapura,2024-03-19 20:38:36.845639+00:00,,,,,FKUSR00057,17229.9,21.0
FKID000085,unplanned,pot_holes,"Srinivagilu Main Road, KR Garden, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",12.9431035,77.6220445,unknown,unknown,Non-corridor,2024-03-07 21:25:14.206000+00:00,,False,Low,unknown,closed,potholes,unknown,Adugodi,2024-04-07 20:38:13.654819+00:00,,,,,FKUSR00066,44593.0,21.0
FKID000086,unplanned,vehicle_breakdown,"4th Main Road, Abbaiah Reddy Layout, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",12.8482637,77.6713737,unknown,unknown,Non-corridor,2024-01-31 02:47:16.032000+00:00,,False,Low,unknown,closed,Lgv breake down veersandar to [LOCATION] near ec 1,lcv,Electronic City,2024-01-31 04:10:44.744402+00:00,,,,,FKUSR00067,83.5,2.0
FKID000087,unplanned,vehicle_breakdown,"Richmond Road, Mother Teresa Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",12.96672,77.6093294,unknown,unknown,Mysore Road,2024-01-31 05:03:24.794000+00:00,,False,High,unknown,closed,ಡಿಸೋಜ ಟುವರ್ಡ್ಸ್ ಮದರ್ ತೆರೇಸಾ,bmtc_bus,Ashok Nagar,2024-01-31 05:56:09.888569+00:00,,,,,FKUSR00068,52.8,5.0
FKID000088,unplanned,vehicle_breakdown,"5th A Cross Road, Chelekere, Bengaluru, Karnataka. Pin-560043 (India)",13.0253205,77.6400845,unknown,unknown,ORR North 1,2024-03-07 21:35:50.715000+00:00,,False,High,unknown,closed,front wheel tyre burst,private_bus,Banaswadi,2024-03-07 22:50:40.247224+00:00,,,,,FKUSR00069,74.8,21.0
FKID000089,unplanned,vehicle_breakdown,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",12.8561783,77.6645205,unknown,unknown,Non-corridor,2024-01-31 02:08:55.286000+00:00,,False,Low,unknown,closed,ಡೀಸೆಲ್ ಖಾಲಿ ಆಗಿರುತ್ತೆ ಸರ್ ವಿಹಿಕಲ್ ಸ್ಲೋ ಮೂಮೆಂಟ್ ಸರ್,heavy_vehicle,Electronic City,,,,,,FKUSR00070,,2.0
FKID000090,unplanned,water_logging,"Silver Jubilee Park Road, Thigalarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",12.9641056,77.5825203,unknown,unknown,Mysore Road,2024-01-31 03:04:31.974000+00:00,,False,High,unknown,closed,Sjp road chebar open gai de trfice no problem madam,unknown,Halasuru Gate,2024-02-05 21:06:57.770431+00:00,,,,,FKUSR00071,8282.4,3.0
FKID000091,unplanned,vehicle_breakdown,"Binny Mill Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",12.974757,77.5657216,unknown,unknown,Magadi Road,2024-01-31 01:22:31.388000+00:00,,False,High,unknown,closed,Towards hunasemara sir,lcv,Magadi Road,,,,,,FKUSR00072,,1.0
FKID000092,unplanned,vehicle_breakdown,"Silver Jubilee Park Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",12.9640011,77.5836093,unknown,unknown,Mysore Road,2024-01-31 01:45:45.370000+00:00,,False,High,unknown,closed,,bmtc_bus,Halasuru Gate,,,,,,FKUSR00073,,1.0
FKID000093,unplanned,vehicle_breakdown,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",12.9480512,77.5343585,unknown,unknown,Mysore Road,2024-01-31 04:21:01.833000+00:00,,False,High,unknown,closed,Nayadahallie towards BHEL incoming side traffic no problem,heavy_vehicle,Byatarayanapura,2024-01-31 05:08:43.227334+00:00,,,,,FKUSR00074,47.7,4.0
FKID000094,unplanned,vehicle_breakdown,"Outer Ring Road, Golden Residency, Bellandur Village, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",12.9245654,77.6739287,unknown,unknown,ORR East 1,2024-01-31 03:31:13.977000+00:00,,False,High,unknown,closed,Dipo NO:13 CALL Me @ [PHONE],bmtc_bus,Bellandur,,,,,,FKUSR00075,,3.0
FKID000095,unplanned,tree_fall,"Jayamahal Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",13.0078566,77.5920655,unknown,unknown,Non-corridor,2024-03-07 21:47:02.800000+00:00,,False,Low,unknown,closed,tv tower tree falling,unknown,R.T. Nagar,2024-03-07 21:55:40.010876+00:00,,,,,FKUSR00076,8.6,21.0
FKID000096,unplanned,tree_fall,"2nd Temple Street, KR Puram, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",13.0035862,77.5721203,unknown,unknown,Non-corridor,2024-03-07 21:49:19.785000+00:00,,True,Low,unknown,active,tree fall,unknown,Malleshwaram,,,,,,FKUSR00077,,21.0
FKID000097,unplanned,others,"Ali Asker Road, Embassy Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.9854129,77.5941024,unknown,unknown,CBD 2,2024-03-07 21:59:21.123000+00:00,,False,High,unknown,active,ಮಾಪನಸೌಧದ ಹತ್ತಿರ ಮರ ಅದ ಕೊಂಬೆ ಮುರಿದು ಬಿದ್ದಿರುತ್ತದೆ,unknown,Cubbon Park,,,,,,FKUSR00078,,21.0
FKID000098,unplanned,tree_fall,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",12.9272622,77.5806774,unknown,unknown,Non-corridor,2024-03-07 21:57:57.213000+00:00,,True,Low,unknown,active,,unknown,Jayanagara,,,,,,FKUSR00079,,21.0
FKID000099,unplanned,tree_fall,"1st Main Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",13.0022504,77.5722138,unknown,unknown,Non-corridor,2024-03-07 21:37:11.187000+00:00,,True,Low,unknown,closed,tree fall,unknown,Sadashivanagar,2024-03-13 23:38:21.570788+00:00,,,,,FKUSR00077,8761.2,21.0
FKID000100,unplanned,tree_fall,"3rd Main Road, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",12.9586724,77.5629452,unknown,unknown,Mysore Road,2024-03-07 21:34:37.863000+00:00,,True,High,unknown,closed,electrical pol and tree fall on road sir,unknown,Chamarajpet,2024-03-17 02:20:25.340422+00:00,,,,,FKUSR00065,13245.8,21.0
FKID000101,unplanned,vehicle_breakdown,"5th Main Road, Anandgiri Extension, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",13.0369808,77.5895122,unknown,unknown,Bellary Road 1,2024-01-31 03:11:13.623000+00:00,,False,High,unknown,closed,Towards airport,truck,Hebbala,,,,,,FKUSR00080,,3.0
FKID000102,unplanned,vehicle_breakdown,"45th Cross Road, Banashankari Bus Stand Junction, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)",12.9169077,77.5737827,unknown,unknown,Non-corridor,2024-01-31 03:23:09.510000+00:00,,False,Low,unknown,closed,Bsk  bus stand towards sarakki market,bmtc_bus,Jayanagara,,,,,,FKUSR00081,,3.0
FKID000103,unplanned,pot_holes,"2nd Cross Road, Mantri Elite, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)",12.9047066,77.6016042,unknown,unknown,Bannerghata Road,2024-03-07 22:01:11.729000+00:00,,False,High,unknown,active,path hole near [LOCATION] bg road abstraction to traffic movement pls do the needful,unknown,J.P. Nagar,,,,,,FKUSR00082,,22.0
FKID000104,unplanned,pot_holes,"Bannerghatta Main Road, Mantri Elite, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)",12.9047995,77.6017019,unknown,unknown,Bannerghata Road,2024-03-07 22:02:40.027000+00:00,,False,High,unknown,active,pathole abstraction to traffic movement pls do the needful sir,unknown,J.P. Nagar,,,,,,FKUSR00082,,22.0
FKID000105,unplanned,water_logging,"G Narayana Kumar Road, Oddarapalya, Agrahara Dasarahalli, Bengaluru, Karnataka. Pin-560079 (India)",12.9774707,77.5457303,unknown,unknown,West of Chord Road,2024-03-07 22:06:56.368000+00:00,,False,High,unknown,active,,unknown,Vijayanagara,,,,,,FKUSR00083,,22.0
FKID000106,unplanned,pot_holes,"Bannerghatta Main Road, Mantri Elite, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)",12.904781,77.6015741,unknown,unknown,Bannerghata Road,2024-03-07 22:07:52.537000+00:00,,False,High,unknown,active,Vehicle slow movement,unknown,J.P. Nagar,,,,,,FKUSR00084,,22.0
FKID000107,unplanned,vehicle_breakdown,"Dr Rajkumar Puniya Bhoomi Road, Block 5 Phase 3, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",12.9238693,77.5536044,unknown,unknown,ORR West 1,2024-01-31 05:41:26.253000+00:00,,False,High,unknown,closed,Vehicle off road @ [PERSON] due to clutch problem,others,Banashankari,2024-01-31 08:02:27.928046+00:00,,,,,FKUSR00085,141.0,5.0
FKID000108,unplanned,others,"KH Road, Sri Jai Maruthi Eat Out Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",12.9585656,77.5932824,unknown,unknown,Non-corridor,2024-01-31 07:26:39.082000+00:00,,False,Low,unknown,active,No problem,unknown,Ashok Nagar,,,,,,FKUSR00086,,7.0
FKID000109,unplanned,tree_fall,"6th Cross Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",12.9601533,77.5633429,unknown,unknown,Mysore Road,2024-03-07 22:16:53.889000+00:00,,False,High,unknown,closed,,unknown,Chamarajpet,2024-03-17 02:20:18.871464+00:00,,,,,FKUSR00065,13203.4,22.0
FKID000110,unplanned,tree_fall,"4th Main Road, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",12.9578001,77.5631189,unknown,unknown,Non-corridor,2024-03-07 22:08:18.693000+00:00,,False,Low,unknown,closed,tree fall,unknown,Chamarajpet,2024-03-17 02:20:21.257177+00:00,,,,,FKUSR00065,13212.0,22.0
FKID000111,unplanned,vehicle_breakdown,"Kalasipalyam Main Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",12.95836,77.5776317,unknown,unknown,Non-corridor,2024-03-07 22:28:07.464000+00:00,,False,Low,unknown,closed,,private_bus,City Market,,,,,,FKUSR00087,,22.0
FKID000112,unplanned,pot_holes,"5th Cross Road, Central Silk Board Staff Quarters, Dollar Scheme Colony, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560068 (India)",12.9187567,77.621505,SilkBoardJunc,South Zone 2,ORR East 1,2023-12-16 02:15:10.244000+00:00,,False,High,unknown,closed,Service road,unknown,Madiwala,2024-04-13 01:11:51.740711+00:00,,,,,FKUSR00088,171296.7,2.0
FKID000113,unplanned,construction,"Anand Nagar Main Road, AGS Layout, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",13.0331905,77.5901915,unknown,unknown,Bellary Road 1,2024-03-07 22:40:56.720000+00:00,,False,High,unknown,closed,keb cable work @anand [PERSON],unknown,Hebbala,2024-03-08 07:46:19.124181+00:00,,,,,FKUSR00089,545.4,22.0
FKID000114,unplanned,vehicle_breakdown,"20th Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",12.9360494,77.6154975,unknown,unknown,Non-corridor,2024-03-07 20:31:07.587000+00:00,,True,Low,unknown,closed,,lcv,Adugodi,,,,,,FKUSR00090,,20.0
FKID000115,unplanned,water_logging,"Nala Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.9784088,77.6285392,unknown,unknown,Old Madras Road,2024-03-07 22:55:04.919000+00:00,,False,High,unknown,active,"when raining road is full block, required BBMP help",unknown,Halasur,,,,,,FKUSR00091,,22.0
FKID000116,unplanned,pot_holes,"Broadway Road, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)",12.9873237,77.6037885,unknown,unknown,Non-corridor,2024-03-07 22:33:02.896000+00:00,,False,Low,unknown,active,3x4,unknown,Shivajinagar,,,,,,FKUSR00092,,22.0
FKID000117,unplanned,vehicle_breakdown,"5th A Cross Road, Peddanna Reddy Layout, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",13.0190323,77.654465,unknown,unknown,ORR North 1,2024-03-07 22:48:31.761000+00:00,,False,High,unknown,closed,vehicle air drop,bmtc_bus,Banaswadi,,,,,,FKUSR00093,,22.0
FKID000118,unplanned,congestion,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",13.0446713,77.5828869,unknown,unknown,ORR North 2,2024-01-31 05:48:22.545000+00:00,,False,High,unknown,closed,BWSSB AND KRIDE WORK AT [LOCATION] hebbal circle to bhadrapp layout sir traffic slow moving sir,unknown,Kodigehalli,,,,,,FKUSR00026,,5.0
FKID000119,unplanned,vehicle_breakdown,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.9119892,77.6254956,unknown,unknown,Hosur Road,2024-01-31 06:15:45.828000+00:00,,False,High,unknown,closed,BMTC bus offroad Near roopena agrahara bus stop  towards silk board sir traffic slow movment ide sir,bmtc_bus,Madiwala,,,,,,FKUSR00094,,6.0
FKID000120,unplanned,vehicle_breakdown,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",12.9893579,77.5064443,unknown,unknown,Magadi Road,2024-01-31 05:56:24.296000+00:00,,False,High,unknown,closed,Tyre  blast agi vehicle off road agide towards ashraya incoming side sir,heavy_vehicle,Kamakshipalya,,,,,,FKUSR00095,,5.0
FKID000121,unplanned,vehicle_breakdown,"CV Raman Road, CNR Rao Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",13.0152581,77.5639687,unknown,unknown,Tumkur Road,2024-03-07 19:49:46.025000+00:00,,False,High,unknown,closed,Mattikere cross towards k08 canter offroad agide sir [PERSON] problem agide one side traffic moment hogtide sir,lcv,Sadashivanagar,,,,,,FKUSR00096,,19.0
FKID000122,unplanned,tree_fall,"5th Cross Road, 2nd Block, Ashok Nagar, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)",12.9392829,77.5596125,unknown,unknown,Non-corridor,2024-03-07 23:06:49.704000+00:00,,True,Low,unknown,closed,bbmp tree cut maduvaru bandiruttare sir.,unknown,Basavanagudi,2024-03-08 00:08:37.381719+00:00,,,,,FKUSR00097,61.8,23.0
FKID000123,unplanned,vehicle_breakdown,"BGS Flyover, Mariyamma Layout, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",12.9614398,77.5600867,unknown,unknown,Mysore Road,2024-01-31 08:57:24.573000+00:00,,False,High,unknown,closed,heat,lcv,Chamarajpet,2024-01-31 10:39:45.991392+00:00,,,,,FKUSR00065,102.4,8.0
FKID000124,unplanned,vehicle_breakdown,"Sri Mahasharana Madiwala Maachideva Flyover, Central Silk Board Staff Quarters, Dollar Scheme Colony, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560068 (India)",12.9194445,77.6215536,unknown,unknown,Hosur Road,2024-01-31 08:05:37.513000+00:00,,False,High,unknown,closed,ರೂಪೇನ ಅಗ್ರಹಾರ towards ಮಡಿವಾಳ ಪೊಲೀಸ್ ಠಾಣಾ ಜಂಕ್ಷನ್ ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಫ್ಲೈ ಓವರ್ ಮೇಲೆ ಬಿಎಂಟಿಸಿ ಬಸ್ ಏರ್ ಲಾಕ್ ಆಗಿ ವೀಲ್ ಜಾಮ್ ಆಗಿ ಆಫ್ ರೋಡ್ ಆಗಿರುತ್ತದೆ ಸೈಡಿಗೆ ಹಾಕಿಸಲಾಗಿದ್ದು ಟ್ರಾಫಿಕ್ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ ಮೆಕ್ಯಾನಿಕ್ ಬರುತ್ತಿದ್ದು ಬೇಗನೆ ರಿಮೋ ಮಾಡಿಸುತ್ತೇವೆ ಸಾರ್,bmtc_bus,Madiwala,,,,,,FKUSR00098,,8.0
FKID000125,unplanned,construction,"Mumbai Bengaluru Highway, Pride Altius, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",13.0501731,77.4947759,unknown,unknown,Non-corridor,2024-01-31 11:11:49.384000+00:00,,False,Low,unknown,active,"Manjunathanagara to widea upperramp nhai road work progress ,vehicle oneside movement ,towards city",unknown,Chikkabanavara,,,,,,FKUSR00099,,11.0
FKID000126,unplanned,accident,"Hosur Road, Pramuk Aqua Heights, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",12.8400906,77.6764868,unknown,unknown,Non-corridor,2024-01-31 16:11:31.242000+00:00,,False,Low,unknown,closed,[PERSON] towards [LOCATION],unknown,Electronic City,,,,,,FKUSR00100,,16.0
FKID000127,unplanned,accident,"Pampamahakavi Road, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",13.042636,77.5147881,unknown,unknown,Tumkur Road,2024-01-31 19:13:08.144000+00:00,,False,High,unknown,closed,,unknown,Chikkabanavara,,,,,,FKUSR00101,,19.0
FKID000128,unplanned,vehicle_breakdown,"Bannerghatta Main Road, Green Arch, Sarakki Industrial Layout, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",12.9110914,77.6001308,unknown,unknown,Bannerghata Road,2024-01-31 19:17:09.201000+00:00,,False,High,unknown,closed,Lorry off road near [LOCATION] traffic no problem,heavy_vehicle,Mico Layout,,,,,,FKUSR00102,,19.0
FKID000129,unplanned,others,"Bangalore University Road, Ullal Junction, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",12.9516567,77.500185,RingRoad-UllalJunction,West Zone 1,Non-corridor,2023-12-30 09:28:08.173000+00:00,,False,Low,unknown,closed,Car wire problem,unknown,Jnanabharathi,2024-04-13 02:16:57.822579+00:00,,,,,FKUSR00103,150768.8,9.0
FKID000130,unplanned,pot_holes,"Nallurahalli Main Road, Brigade IRV Centre, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",12.9698017,77.7319617,unknown,unknown,Non-corridor,2024-01-31 20:10:41.586000+00:00,,False,Low,unknown,active,Pathole on [LOCATION],unknown,Whitefield,,,,,,FKUSR00104,,20.0
FKID000131,unplanned,vehicle_breakdown,"Bellary Road, SN Halli, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",13.114305,77.60655,unknown,unknown,Bellary Road 2,2024-01-31 20:34:20.329000+00:00,,False,High,unknown,closed,[LOCATION] onflyover to wards airport hgv lary tyer bust sir,heavy_vehicle,Yelahanka,2024-01-31 22:16:52.605981+00:00,,,,,FKUSR00105,102.5,20.0
